y_true,q0.1,q0.5,q0.9
350.56064,171.48047,317.278,450.08002
295.8162,127.63161,282.9778,420.65256
98.81244,79.61266,245.34094,387.93777
194.3493,-50.521465,143.45132,300.90546
250.01866,21.28623,199.62361,348.34686
840.987,837.44214,924.4407,1042.6713
836.5481,832.1042,917.45935,1033.4185
842.34064,824.4145,907.9595,1021.3495
839.3302,817.704,897.12366,1006.2798
849.39056,816.5603,891.53925,997.24756
888.3392,822.9499,895.7711,1000.899
869.9155,830.1957,902.2026,1007.8832
836.45135,824.55304,894.6124,997.3411
805.26013,809.17114,877.00244,975.2416
774.1666,798.3833,862.80853,956.4421
671.2548,788.968,851.34937,941.58777
715.8643,732.79706,796.7074,877.5137
759.8508,777.35834,837.3551,922.71277
721.0572,808.3188,874.7428,970.73895
700.64355,734.2665,798.9999,879.9751
773.8881,717.3224,779.8635,855.88806
837.80554,747.07056,808.25055,888.79596
844.9076,776.1634,838.894,926.25336
900.71356,781.1115,846.2449,936.5708
894.4459,843.97986,913.239,1018.3954
873.1826,845.9357,916.1865,1022.97046
876.00336,836.19196,905.63837,1010.36676
848.4631,853.9901,917.7674,1021.48895
883.8823,828.97656,889.04065,985.5138
871.3683,848.0589,910.4002,1012.55524
850.5138,841.6667,908.2548,1012.2074
879.2239,819.1391,889.72076,991.807
888.9886,827.0591,898.5109,1002.8182
860.06836,832.5102,905.1839,1011.14496
885.685,812.0337,888.76086,993.65234
890.75446,803.1651,883.3576,988.92566
860.5622,834.4834,915.37616,1027.1558
894.2439,830.12396,914.3604,1027.613
896.79565,831.7635,915.1696,1027.4247
862.1035,849.6677,929.1832,1041.5431
848.3928,847.2742,930.98456,1046.3337
734.8862,838.8161,920.38934,1031.8092
668.63306,697.87445,792.88293,887.2208
645.444,648.91846,741.69214,831.3031
807.3451,624.70325,718.16046,812.2095
749.10895,713.60156,800.04004,890.827
856.43414,684.7678,777.3123,868.364
875.7712,755.2691,841.0267,939.2656
890.73914,827.3,912.4736,1024.2042
887.8256,820.37195,908.61456,1021.5266
876.59644,841.1633,928.43085,1045.0272
869.3099,847.2986,930.1195,1044.8203
905.69305,843.0493,925.75995,1039.9036
872.7536,850.7664,923.77893,1032.5198
925.99756,821.05334,899.9282,1007.39764
904.186,851.7316,923.0653,1030.3613
931.5636,843.58105,918.4209,1027.2849
913.15094,851.5707,925.923,1035.5331
943.76605,864.8083,947.4448,1066.2732
839.56854,875.0491,960.01,1081.5781
873.0622,831.97266,929.3077,1052.1885
885.4946,814.9672,909.5811,1026.213
807.464,757.70496,863.3048,979.0065
724.7838,697.6327,807.071,912.6953
604.2591,563.9742,687.2727,819.4394
585.4103,491.97324,619.1481,763.46075
588.407,477.7323,602.20715,743.5973
646.3418,476.1239,598.1841,737.31586
680.6518,508.93228,627.07477,761.93005
667.60455,520.0707,638.10944,773.2073
603.4219,500.15408,617.94696,752.93994
569.0097,439.38287,560.3664,696.2824
569.3921,413.8305,534.856,668.4954
575.8953,408.19287,526.98,657.1442
514.82275,399.88635,518.00366,646.2921
449.41287,345.80505,466.48672,592.1439
389.04214,300.63205,418.45154,535.7375
340.6175,252.22977,378.57602,496.5566
310.19846,203.66043,340.3303,462.77423
300.24844,172.54825,316.04248,442.06558
294.55936,156.3953,303.49954,431.45224
266.03238,132.3967,285.01044,416.75287
233.34724,83.73206,247.49638,387.14243
227.15701,31.159998,206.80646,354.11707
246.68678,6.3525476,187.50676,337.86386
262.70145,14.4644785,193.97237,343.7166
261.73434,22.545792,200.44977,349.82834
268.0635,18.506254,197.45735,348.01828
282.78964,24.633991,202.34135,352.60004
267.38846,37.18385,212.17099,361.094
226.44597,16.255693,195.86647,347.64328
233.47505,-19.305922,168.09877,324.3584
322.50015,-6.341925,178.17548,332.6527
